web-scraper-order,web-scraper-start-url,product_name,price,product_sold
"1705482488-156","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","C2 Overall Short Skirt Oktari 105041313","139.900","3 Terjual"
"1705482488-157","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kaos Lengan Pendek Yaaay Wanita 115468148","139.900","8 Terjual"
"1705482488-158","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Short Sleeve T-Shirt Babyterry High Neck Basic","139.900","41 Terjual"
"1705482488-159","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kemeja Regular Check Rayon Twill Pria 117106927","139.950","35 Terjual"
"1705482488-160","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Lengan Pendek Midi Dress Kotak Wanita 116059132","139.960","20 Terjual"
"1705482488-161","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Natal Rayon Midi Dress Wanita 116023849","139.960","31 Terjual"
"1705482488-162","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Ruffle Airflow Midi Dress Wanita 115977231","139.960","20 Terjual"
"1705482488-163","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kemeja Lengan Panjang Plaid Oversize Cotton Wanita 117080026","143.960","19 Terjual"
"1705482488-164","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kemeja Lengan Panjang Oversize Check Wanita 117058248","143.960","23 Terjual"
"1705482488-165","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Sweater Michigan Athletics Wanita 115367588","144.950","44 Terjual"
"1705482488-166","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St.Yves Midi Dress Laces With Emboss Fabric 115977259","147.960","17 Terjual"
"1705482488-167","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves lengan Panjang Maxi Dress Cotton Slub Wanita 116779784","147.960","7 Terjual"
"1705482488-168","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Maduraan Print Dress Batik Wanita 106614765","149.000","4 Terjual"
"1705482488-169","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Adikusuma  Blouse Daun Keladi Wanita 113899178","149.000","9 Terjual"
"1705482488-170","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse V-Neck Wanita 106614612","149.000",""
"1705482488-171","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Azzar Dana Blouse Wanita 105059304","149.500",""
"1705482488-172","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Kaos Panjang Wanita 114704161","149.700","2 Terjual"
"1705482488-173","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Blouse Lengan Pendek Wanita V-Neck 105102882","149.750",""
"1705482488-174","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Short Sleeve T-Shirt Tie Dye","149.900","33 Terjual"
"1705482488-175","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion 3/4 Kaos Slub Pocket Floral Wanita 107088645","149.900","8 Terjual"
"1705482488-176","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Neon Print Kaos Casual Wanita 104886761","149.900","14 Terjual"
"1705482488-177","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves 7/8 T-Shirt Melange Drop Shoulder V Neck","149.900","25 Terjual"
"1705482488-178","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Disney Kaos Lengan Pendek Wanita Tee Tsum Stitch Cotton Usa 116767475","149.900","39 Terjual"
"1705482488-179","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Long Sleeve T-Shirt Sabrina Kantong 106899404","149.900","67 Terjual"
"1705482488-180","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Short Sleeve T-Shirt Fp Gamer 105989863","149.900","12 Terjual"
"1705482488-181","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kaos Lengan Pendek Wanita Micromodal Oversized 104886814","149.900","24 Terjual"
"1705482488-182","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Kaos Lengan Pendek  Relax And Enjoy 106978597","149.900","24 Terjual"
"1705482488-183","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Short Sleeve T-Shirt Fp Crop 105989854","149.900","13 Terjual"
"1705482488-184","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Kaos Lengan panjang Sabrina 108273737","149.900","29 Terjual"
"1705482488-185","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Kaos Lengan Pendek Wanita Tee Bambi 115449865","149.900","27 Terjual"
"1705482488-186","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Phenomenal 3/4 T-Shirt Plain Waffle","149.900","13 Terjual"
"1705482488-187","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Women's Little Heart Crewneck Sweater - Hijau","149.900","471 Terjual"
"1705482488-188","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Sophistix Noni Striped Blouse Wanita 115318087","150.000","1 Terjual"
"1705482488-189","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Mom Kaos Lengan Pendek Nursing Open Wanita 116727160","151.920","17 Terjual"
"1705482488-190","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion KaftanPoly Print Batik Wanita 117058846","151.960","21 Terjual"
"1705482488-191","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Midi Dress Lengan Pendek Wanita Cotton Saten 115547286","151.960","42 Terjual"
"1705482488-192","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Kafthan Embos Bunga Wanita 117053823","151.960","6 Terjual"
"1705482488-193","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kemeja Lengan Panjang Ovz Cotton Check Flanel 115459747","151.960","19 Terjual"
"1705482488-194","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Azzar Anahi Blouse Wanita 105059171","154.500","2 Terjual"
"1705482488-195","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Yasmine Brenza Blouse  116044862","159.760","1 Terjual"
"1705482488-196","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Embos Dot Kaos Wanita 115416300","159.900","405 Terjual"
"1705482488-197","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Kaos 3/4 Wanita Waffle Plain 115509675","159.900","396 Terjual"
"1705482488-198","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","ST. YVES Kaos Lengan Panjang Wanita Embos Dot Salur 115416300","159.900","100 Terjual"
"1705482488-199","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Blouse Print Stripes Wanita 116750607","159.900","3 Terjual"
"1705482488-200","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Sabrina Neck Kaos Wanita 106899404","159.900","18 Terjual"
"1705482488-201","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Lengan Pendek Blouse Layer Frill Sleeve 114260024","159.900","38 Terjual"
"1705482488-202","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Drawstring Dots Woman Blouse","159.900","282 Terjual"
"1705482488-203","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Drawstring Stripe Kaos Wanita Wanita 115415463","159.900","56 Terjual"
"1705482488-204","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kaos Cotton Usa Oversized Young And Fun Wanita 115101006","159.900","75 Terjual"
"1705482488-205","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Cardinal Girl Kaos Wanita Wording Bronx 106984811","159.900","18 Terjual"
"1705482488-206","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kaos Cotton Usa 20 Nevada New Oversize Wanita 115454573","159.900","72 Terjual"
"1705482488-207","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Flamoush Starla Overall Skirt 105040878","159.900","1 Terjual"
"1705482488-208","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Journee Elery Blouse 116156885","159.900","1 Terjual"
"1705482488-209","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Journee Daera Blouse Wanita 116750429","159.900","1 Terjual"
"1705482488-210","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Blouse Air Flow Rami Wanita 116750358","159.900",""
"1705482488-211","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Journee Kumi Dress Wanita 116750947","159.900",""
"1705482488-212","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Journee Daera Blouse Wanita 116750189","159.900",""
"1705482488-213","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Journee Deja Dress Wanita 116156296","159.900",""
"1705482488-214","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Blouse Rayon Print Wanita 116156652","159.900",""
"1705482488-215","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Kaos Lengan Panjang Wanita Sabrina 115612017","159.900","85 Terjual"
"1705482488-216","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Short Sleeve T-Shirt Oversized Artwork","159.900","14 Terjual"
"1705482488-217","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Short Sleeve T-Shirt Wanita Oversized Natural Vibes","159.900","9 Terjual"
"1705482488-218","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kaos Lengan Pendek Ov Cotton Usa Be You Wanita 116079558","159.900","94 Terjual"
"1705482488-219","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve T-Shirt Texture","159.900","45 Terjual"
"1705482488-220","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Short Sleeve T-Shirt Colorblocking W Pocket","159.900","5 Terjual"
"1705482488-221","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Short Sleeve T-Shirt Wanita Oversized Love The Others","159.900","7 Terjual"
"1705482488-222","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Short Sleeve T-Shirt Oversized You See What You Get","159.900","13 Terjual"
"1705482488-223","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Looney Tunes Friends Kaos Wanita 118173602","159.920","22 Terjual"
"1705482488-224","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kemeja Lengan Panjang Long Check Rayon Wanita 117055803","159.950","49 Terjual"
"1705482488-225","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kemeja Lengan Panjang Cotton Wanita 117080053","159.950","25 Terjual"
"1705482488-226","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion 3/4 Blouse Wanita Hai Ryn Hilo 115999397","160.930","638 Terjual"
"1705482488-227","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Kemeja Lengan Panjang Kragh Hidden Button Wanita 117911100","160.930","68 Terjual"
"1705482488-228","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion 7/8 Blouse Wanita Hai Ryn Hilo 115999397","160.930","84 Terjual"
"1705482488-229","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Rayon Twill Kemeja Wanita 117388249","160.930","60 Terjual"
"1705482488-230","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion 3/4 Blouse Hai Wanita 115999397","160.930","91 Terjual"
"1705482488-231","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Kemeja Lengan Panjang Kemeja Wanita 117388249","160.930","59 Terjual"
"1705482488-232","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Basic Hidden Button Kemeja Wanita 115997513","160.930","101 Terjual"
"1705482488-233","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Kemeja Kragh Rayon Hidden Button Wanita 117911100","160.930","29 Terjual"
"1705482488-234","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Blouse Rayon Twill Lengan Panjang Wanita 117079789","167.930","35 Terjual"
"1705482488-235","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Blouse Lengan Panjang Rayon Twill Wanita 117079789","167.930","11 Terjual"
"1705482488-236","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Kaos Lengan Panjang Texture Segi 6 Wanita 113068824","169.900","11 Terjual"
"1705482488-237","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Kemeja Wanita Basic Pockets 103937092","169.900","229 Terjual"
"1705482488-238","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Shirt Rayon Spandex Print","169.900","16 Terjual"
"1705482488-239","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve T-Shirt Textured Kerut","169.900","73 Terjual"
"1705482488-240","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Basic Stud Kemeja Wanita - Putih","169.900","483 Terjual"
"1705482488-241","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Embro Sequins Dress Wanita 117078173","171.960","4 Terjual"
"1705482488-242","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Cotton Kaos Wanita 114704198","173.700",""
"1705482488-243","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Suede Plain Kemeja Wanita 115467676","173.700",""
"1705482488-244","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Kemeja Lengan Pendek Wanita With Left Pocket 116089921","174.930","92 Terjual"
"1705482488-245","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Minimal Flowy Pleat Dress 105058001","174.950","2 Terjual"
"1705482488-246","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Minimal Cut & Sewn Kaftan Blouse 105051786","174.950",""
"1705482488-247","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Knitwear Wanita 107261975","174.950",""
"1705482488-248","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Knitwear Wanita 107262509","174.950","1 Terjual"
"1705482488-249","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Knitwear Wanita 107262081","174.950",""
"1705482488-250","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Sophistix Kati Blouse Wanita 115318327","175.000",""
"1705482488-251","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Texture Knit Kaos Wanita 115104003","179.900","24 Terjual"
"1705482488-252","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Kaos Lengan Panjang Texture Kerut2 Wanita 114659890","179.900","51 Terjual"
"1705482488-253","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Kemeja Lengan Panjang Side Silhouette - Putih","179.900","194 Terjual"
"1705482488-254","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Womens Basic Two Pockets LS Shirt Putih 103482010","179.900","319 Terjual"
"1705482488-255","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Long Sleeve T-Shirt Hanley","179.900","40 Terjual"
"1705482488-256","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Kaos Lengan 7/8 With Buckle Wanita 115138307","179.900","53 Terjual"
"1705482488-257","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","C2 Wiliya Overall Short 105038943","179.900","2 Terjual"
"1705482488-258","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","MKY Clothing Crop Bl 105089399","179.900",""
"1705482488-259","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Short Sleeve T-Shirt Solid Oversized Cactus","179.900","8 Terjual"
"1705482488-260","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Blazer Kantong Wanita 116773593","179.940","79 Terjual"
"1705482488-261","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Kemeja Lengan Panjang Rayon Twill Wanita  115571464","183.920","335 Terjual"
"1705482488-262","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Hilo Cactus Blouse Wanita 115999397","183.920","71 Terjual"
"1705482488-263","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion 3/4 Blouse Hai Rayon Hilo Wanita 115999397","183.920","85 Terjual"
"1705482488-264","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Ladies Cardigan Wanita 108210474","184.950","1 Terjual"
"1705482488-265","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Lace Nect String Blouse Wanita 117060262","188.930","46 Terjual"
"1705482488-266","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Lengan Panjang Blouse Check Neck Skipper Wanita 115939540","188.930","72 Terjual"
"1705482488-267","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Kemeja Lengan Panjang With Left Pocket Wanita 116737720","188.930","87 Terjual"
"1705482488-268","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjunaweda Blouse Batik Semanggi Warna Wanita 117713940","189.000","3 Terjual"
"1705482488-269","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Kaos Lengan Pendek Tee With Flow Gold Print 106897988","189.900","8 Terjual"
"1705482488-270","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Kaos Lengan Pendek New Fabric 105316615","189.900","2 Terjual"
"1705482488-271","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Women's Basic Shirt Rivet - Olive","189.900","44 Terjual"
"1705482488-272","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Short Sleeve T-Shirt With Wording","189.900","26 Terjual"
"1705482488-273","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Basic Shirt Rivet 103938019","189.900","18 Terjual"
"1705482488-274","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Women's Plain Long Sleeves Shirt - Biru","189.900","156 Terjual"
"1705482488-275","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Kaos Lengan Pendek Tee W Flow Gold Print 106897942","189.900","22 Terjual"
"1705482488-276","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kemeja Lengan Panjang Siluet At Side OLd Gold Wanita 104819182","189.900","35 Terjual"
"1705482488-277","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Long Sleeve Kemeja Rivet","189.900","100 Terjual"
"1705482488-278","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kaos Lengan Pendek Wanita New Fabric 105316615","189.900","1 Terjual"
"1705482488-279","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Disney Short Sleeve T-Shirt Tee Oishiri Kawaii Whos Mickey Coord","189.900","22 Terjual"
"1705482488-280","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Short Sleeve T-Shirt Rajut Stripes 114620377","189.900","28 Terjual"
"1705482488-281","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt Ss Sld Terry I Am A Dreamer With The Flow","189.900","2 Terjual"
"1705482488-282","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Knitwear Wanita Textured 107263044","189.950","3 Terjual"
"1705482488-283","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Minimal Bellina Zipped Dress 105057986","189.950","1 Terjual"
"1705482488-284","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse Batik Getoge Semanggi Wanita 117713995","194.700","1 Terjual"
"1705482488-285","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Kemeja Lengan Panjang Skipper Collar Wanita 117065712","195.300","63 Terjual"
"1705482488-286","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Kemeja Wanita 114704287","197.700","2 Terjual"
"1705482488-287","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Novo A-Line Skirt 113164872","198.000","1 Terjual"
"1705482488-288","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Gamis Floral 6 Wanita 114872551","199.000","5 Terjual"
"1705482488-289","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Novo Layered Tuton Blouse 113164818","199.000","3 Terjual"
"1705482488-290","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","NOVO STRIPPED BLOUSE 113164710","199.000","2 Terjual"
"1705482488-291","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","3H Printed Long Sleeve Blouse 105087757","199.000","1 Terjual"
"1705482488-292","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Zelia Gamis Muslim Wanita 106614630","199.000","1 Terjual"
"1705482488-293","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Novo Patches Stripe Blouse 113164845","199.000",""
"1705482488-294","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Novo Blouse Shinta 105045855","199.000",""
"1705482488-295","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Gamis Floral 4 Wanita 114872677","199.000","1 Terjual"
"1705482488-296","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Sophistix Flor Dress 105058663","199.000",""
"1705482488-297","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Novo Blouse Oblong Kembang 5960 105049011","199.000",""
"1705482488-298","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Novo Blouse Oblong Polos 5964 105049020","199.000","1 Terjual"
"1705482488-299","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Gamis Batik Wanita 106614649","199.000","5 Terjual"
"1705482488-300","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Gamis Khanza Wanita 113899007","199.000",""
"1705482488-301","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse Batik Rangrang Wanita 115454171","199.000","7 Terjual"
"1705482488-302","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Azzar Narin Dress Wanita 105059233","199.500","1 Terjual"
"1705482488-303","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Kaos Lengan Pendek Printed W Fake Buttons Wanita 106950053","199.900","11 Terjual"
"1705482488-304","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sport Short Pants Nylon Taslan","199.900","7 Terjual"
"1705482488-305","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Edition Ladies Blouse Woven Shirt  105047826","199.900","1 Terjual"
"1705482488-306","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Lace Sleeve Kaos Wanita 116116721","199.900","27 Terjual"
"1705482488-307","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Disney Marie Long Sleeve T-Shirt Tee","199.900","16 Terjual"
"1705482488-308","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","d&f Kaos Single Jersey Dsgn Loreng Wanita 115923404","199.900","2 Terjual"
"1705482488-309","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Edition Terry Box Kaos Wanita 116421310","199.900","1 Terjual"
"1705482488-310","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Minimal Jumpsuit with  O-Ring 105055166","199.900",""
"1705482488-311","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt Floral Love","199.900","9 Terjual"
"1705482488-312","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Disney Mickey 100 Print Kaos Wanita 118154963","199.900","58 Terjual"
"1705482488-313","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Kaos Wanita Round Neck Pink Stripes 115885250","199.900","59 Terjual"
"1705482488-314","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Lengan Panjang Blouse Top With Pita Wording 106519663","199.900","34 Terjual"
"1705482488-315","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","C2 Racula Basic T-Shirt Tops 105038872","199.900","1 Terjual"
